business_id,name,address,city,state,type,statut,date_statut,latitude,longitude,x,y,gps
9915,BRASSERIE DE MONTREAL,1485   Rue Ottawa ,Montréal,"Québec, Canada",Restaurant,Ouvert,20080521,45.489486,-73.564515,299757.16,5038842.28,"45.4896681,-73.564473"
11777,COUCHE-TARD INC.#319,2050   Avenue Laurier Est,Montréal,"Québec, Canada",Épicerie avec préparation,Ouvert,19930402,45.537911,-73.578503,298669.11,5044224.7,"45.5376774,-73.578395"
9809,PHARMACIE SUZANNE MEHANNA(LES BELVEDERES,3000   Rue Notre-Dame ,Lachine,"Québec, Canada",Magasin à rayons,Fermé changement d'exploitant,20100817,45.434465,-73.6913,289832.54,5032743.57,"45.4350583,-73.6909475"
11780,SUPER MARCHE MONT-ROYAL,2185   Avenue Mont-Royal Est,Montréal,"Québec, Canada",Supermarché,Fermé,20100318,45.536302,-73.571366,299226.34,5044045.4,"45.5362498,-73.571647"
11782,BO-BEC CREME GLACEE,1300   Avenue Laurier Est,Montréal,"Québec, Canada",Bar laitier saisonnier,Ouvert,19930406,45.533001,-73.584199,298223.65,5043679.5,"45.5329787,-73.5840429"
13899,PHARMAPRIX,7275  32 Rue Sherbrooke Est,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20230908,45.590095,-73.538929,301762.55,5050021.79,"45.6103081,-73.5270039"
9807,LES BRISES DE LACHINE,300   Place Brises ,Lachine,"Québec, Canada",Centre d'accueil,Fermé changement d'exploitant,20080619,45.435632,-73.690996,289856.61,5032873.23,"45.4354532,-73.689537"
9805,LES BELVEDERES DE LACHINE,3000   Rue Notre-Dame ,Lachine,"Québec, Canada",Centre d'accueil,Fermé changement d'exploitant,20120213,45.434465,-73.6913,289832.54,5032743.57,"45.4350583,-73.6909475"
9712,LA BOITE GOURMANDE,445   Avenue Laurier Est,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20150120,45.527434,-73.589066,297842.89,5043061.31,"45.5274521,-73.5892319"
13695,MARCHE EXPRESS ESSO,3580   Boulevard Saint-Jean ,Dollard-des-Ormeaux,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20120329,45.470215,-73.831989,278841.33,5036752.24,"46.3353227,-72.6112588"
12656,RESTAURANT ETOILE D'OCEAN,101   Rue Rachel Est,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20170207,45.518971,-73.580779,298489.19,5042120.12,"45.5191819,-73.5808561"
12657,ROTISSERIE ROMADOS,115   Rue Rachel Est,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20170110,45.519195,-73.58057,298505.54,5042144.92,"45.5192644,-73.5807506"
9710,CAFE RENEE,4500  s-37 Boulevard Jacques-Bizard ,Ste-Geneviève,"Québec, Canada",Casse-croûte,Fermé changement d'exploitant,20080925,45.483677,-73.863309,276399.1,5038258.88,"45.4838305,-73.863664"
9477,VIDEO ONTARIO,3882   Rue Ontario Est,Montréal,"Québec, Canada",Magasin à rayons,Fermé,20120305,45.548166,-73.542806,301457.54,5045362.28,"45.5481519,-73.542559"
12664,DEPANNEUR CHEZ WENG,282   Rue Rachel Est,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20110705,45.520711,-73.579159,298615.95,5042313.29,"45.520603,-73.5790061"
12666,RESTAURANT LE ROI DU PLATEAU,51   Rue Rachel Ouest,Montréal,"Québec, Canada",Restaurant,Fermé,20120621,45.517403,-73.582239,298375.01,5041945.93,"45.5174872,-73.5824118"
9476,ROTISSERIE PORTUGAISE,4354   Rue Saint-Antoine Ouest,Montréal,"Québec, Canada",Restaurant,Fermé,20080506,45.477192,-73.590518,297723.15,5037477.96,"45.4770857,-73.5904818"
12671,LA CHOPPE A BARROCK,4709   Rue Saint-Dominique ,Montréal,"Québec, Canada",Autres,Ouvert,20090923,45.521855,-73.588644,297875.11,5042441.23,"45.5219671,-73.5886106"
12672,EPICERIE BENFEITO & FILS,23   Rue Villeneuve Est,Montréal,"Québec, Canada",Boucherie-épicerie,Fermé changement d'exploitant,20151021,45.521912,-73.588936,297852.31,5042447.57,"45.5218742,-73.5891122"
9472,HERITAGE PLUS,4337   Boulevard Saint-Jean ,Dollard-des-Ormeaux,"Québec, Canada",Restaurant service rapide,Fermé,20080618,45.481269,-73.842894,277993.87,5037984.25,"45.481483,-73.8428309"
9709,BOULANGERIE LA MICHE DOREE,907   Rue Bélanger ,Montréal,"Québec, Canada",Boulangerie,Fermé,20080606,45.539719,-73.609541,296245.36,5044428.55,"45.5398038,-73.6096261"
12679,BAGEL ETC.,4320   Boulevard Saint-Laurent ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20240606,45.518983,-73.583855,298248.91,5042121.7,"45.5187935,-73.5839399"
18518,VIANDES FUMEES TONY,106   Rue Fleury Ouest,Montréal,"Québec, Canada",Restaurant,Fermé,20081001,45.546854,-73.665896,291845.96,5045228.98,"45.5467092,-73.6657533"
18519,BOULANGERIE ET PATISSERIE LA CAPUCINE,114   Rue Fleury Ouest,Montréal,"Québec, Canada",Pâtisserie/Boulangerie,Fermé changement d'exploitant,20101216,45.546765,-73.665949,291841.8,5045219.07,"45.5467058,-73.6657382"
9277,SUSHI SAUMON,8519   Boulevard Saint-Laurent ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20120229,45.540871,-73.637834,294036.05,5044559.98,"45.5409866,-73.6377945"
6696,BOULANGERIE SALEM,7169   Avenue 15e ,Montréal,"Québec, Canada",Boulangerie,Fermé changement d'exploitant,20061218,45.561697,-73.59532,297358.82,5046869.54,"45.539442,-73.8727865"
18523,PHARMACIE THI TRIEU PHAM,204   Rue Fleury Ouest,Montréal,"Québec, Canada",Magasin à rayons,Fermé changement d'exploitant,20190315,45.545568,-73.666656,291786.29,5045086.18,"45.5453682,-73.6664425"
15559,CAFE-RESTO MIDI 6,3580   Rue Notre-Dame Ouest,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20110927,45.479816,-73.580558,298502.13,5037768.72,"45.4797754,-73.5803161"
6718,DEPANNEUR ROBERT,39   Rue Liège Est,Montréal,"Québec, Canada",Épicerie,Fermé,20170419,45.541268,-73.637224,294083.75,5044603.99,"45.541232,-73.6374659"
15556,RESTAURANT LES NOUILLES,5248  5248 Chemin Queen-Mary ,Montréal,"Québec, Canada",Restaurant,Fermé,20120228,45.484124,-73.628643,294743.71,5038252.44,"45.4839971,-73.6289299"
6721,ESPACE SANTE BEAUTE JOHANNE VERDON,1278   Rue Jean-Talon Est,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé,20250113,45.544349,-73.610332,296184.29,5044943.07,"45.544155,-73.6102138"
15552,LES PRODUITS ELITES,5410   Chemin Côte-des-Neiges ,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé,20100823,45.496915,-73.623579,295141.73,5039673.21,"45.4968176,-73.6237376"
6723,RESTAURANT MELCHORITA I,7901   Rue Saint-Dominique ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20181012,45.538734,-73.628202,294787.82,5044321.2,"45.5388285,-73.6279891"
15551,GRILLADE GRECQUE ORAMA,7000  104 Avenue Parc ,Montréal,"Québec, Canada",Restaurant,Fermé,20150210,45.529685,-73.619812,295441.62,5043314.55,"50.4153631,3.9090354"
6725,DEPANNEUR PIF,184   Rue Beaubien Est,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20101203,45.531805,-73.60702,296441.04,5043548.72,"45.5317466,-73.6068714"
15550,SOCIETE DES CASINOS DU QUEBEC,325   Rue Bridge ,Montréal,"Québec, Canada",Cafétéria,Fermé,20220502,45.486904,-73.552854,300668.49,5038554.6,"45.4881186,-73.5526578"
15547,CAFE DELI NEW YORK,1600  106 Rue Notre-Dame Ouest,Montréal,"Québec, Canada",Restaurant service rapide,Fermé changement d'exploitant,20130116,45.490016,-73.567278,299541.27,5038901.28,"48.539326,-71.6503973"
15546,COMPTOIR DU CHEF INC.,2153   Rue Guy ,Montréal,"Québec, Canada",Restaurant service rapide,Fermé changement d'exploitant,20141010,45.496056,-73.580187,298532.94,5039573.44,"45.4962767,-73.5801419"
15545,LA MAISON BULGOGI,2127   Rue Sainte-Catherine Ouest,Montréal,"Québec, Canada",Restaurant,Ouvert,20100901,45.49104,-73.582518,298350.19,5039016.24,"45.4912012,-73.5827851"
15544,RISTORANTE - BAR RIDI,1800   Rue Sherbrooke Ouest,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20150326,45.495604,-73.582584,298345.54,5039523.4,"45.4548218,-73.6415972"
13786,SIMON LANOIE,7470   Rue Saint-Jacques ,Montréal,"Québec, Canada",Distributeur en gros de produits laitiers,Fermé,20120313,45.453133,-73.638113,293997.51,5034809.59,"45.4529698,-73.63755"
13590,MELOCHE 27,2523   Rue Notre-Dame Ouest,Montréal,"Québec, Canada",Casse-croûte,Fermé changement d'exploitant,20221012,45.482736,-73.57553,298895.5,5038092.9,"45.4827833,-73.5756681"
10094,BISTRO SOL,5663   Avenue Royalmount ,Mont-Royal,"Québec, Canada",Restaurant,Fermé,20070913,45.492581,-73.668603,291621.87,5039198.04,"45.4936994,-73.6680627"
8989,RESTAURANT WOK N RUN,13074   Boulevard Pierrefonds ,Pierrefonds,"Québec, Canada",Restaurant service rapide,Fermé,20090806,45.500165,-73.839413,278274.84,5040082.98,"45.5000983,-73.8385669"
14440,A.L. VAN HOUTTE,200   Boulevard René-Lévesque Ouest,Montréal,"Québec, Canada",Restaurant service rapide,Fermé,20090407,45.5075,-73.56263,299906.13,5040844.02,"45.5066825,-73.562655"
14441,CAFE LA BOCCA,420   Rue De La Gauchetière Ouest,Montréal,"Québec, Canada",Casse-croûte,Fermé changement d'exploitant,20081031,45.503465,-73.563311,299852.57,5040395.67,"45.5033231,-73.5632372"
14443,LE RELAIS GOURMAND,200   Boulevard René-Lévesque Ouest,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé,20080207,45.5075,-73.56263,299906.13,5040844.02,"45.5066825,-73.562655"
14444,TABAGIE YING,500   Boulevard René-Lévesque Ouest,Montréal,"Québec, Canada",Épicerie,Fermé,20140916,45.503158,-73.566251,299622.74,5040361.77,"45.503081,-73.5658806"
8994,MAISON DU NORD,2130   Rue Saint-Mathieu ,Montréal,"Québec, Canada",Restaurant,Fermé,20080219,45.49495,-73.581188,298454.56,5039450.7,"45.4948515,-73.5812839"
13542,BROCHETTE.CA,1400   Boulevard René-Lévesque Ouest,Montréal,"Québec, Canada",Casse-croûte,Fermé,20130925,45.495146,-73.573634,299044.99,5039471.91,"45.4948383,-73.5730909"
14448,LE PAVILLON NANPIC (2004) INC.,75 A  Rue De La Gauchetière Ouest,Montréal,"Québec, Canada",Restaurant,Fermé,20171205,45.507077,-73.560734,300054.25,5040796.9,"45.5006614,-73.5653517"
14449,RESTAURANT S.Z. JARDIN DU NORD (1990)INC,78   Rue De La Gauchetière Ouest,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20090120,45.507216,-73.560628,300062.53,5040812.35,"45.5071048,-73.5604489"
8997,RESTAURANT CASE GRECQUE,13081   Boulevard Gouin Ouest,Pierrefonds,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20090729,45.502728,-73.8411,278144.23,5040368.42,"45.5035433,-73.8419153"
9000,SUBWAY,574   Boulevard Jacques-Bizard ,L'Ile Bizard,"Québec, Canada",Restaurant service rapide,Fermé,20190708,45.494526,-73.876023,275410.88,5039469.07,"45.494711,-73.8778655"
13540,LA PORTE ROYALE,360  110 Rue Saint-Jacques ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20130724,45.502629,-73.55936,300161.25,5040302.53,"45.4428711,-73.6493944"
13539,BAR COCK'N BULL PUB,3800   Rue Sainte-Catherine Ouest,Montréal,"Québec, Canada","Bar salon, taverne",Ouvert,20091223,45.489258,-73.584576,298189.1,5038818.33,"45.5003614,-73.5725747"
14501,DEPANNEUR ASH,445   Avenue Ash ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20100210,45.478541,-73.555037,300497.18,5037625.37,"45.4786977,-73.5547936"
14508,CHRYSTAL ENR.,430   Rue Bourgeoys ,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé,20130605,45.479899,-73.554768,300518.35,5037776.25,"45.4797456,-73.5546591"
15270,L'EXPRESS (3025235 NOVA SCOTIA ULC) CAFETERIA DES EMPLOYES,1050   Rue Sherbrooke Ouest,Montréal,"Québec, Canada",Cafétéria,Ouvert,19930405,45.502064,-73.576331,298834.95,5040240.84,"45.5019277,-73.5759539"
15272,TABAGIE 2085 UNION,2085   Avenue Union ,Montréal,"Québec, Canada",Épicerie,Fermé,20240927,45.505105,-73.572006,299173.26,5040578.48,"45.5053937,-73.5722988"
8738,CAFE CHEZ SIMON,505  003 Boulevard De Maisonneuve Ouest,Montréal,"Québec, Canada",Restaurant,Fermé,20190107,45.50566,-73.570342,299303.29,5040640.11,"45.5101726,-73.5668716"
8747,CAFE ART JAVA ( MC ),645  107 Avenue Président-Kennedy ,Montréal,"Québec, Canada",Restaurant service rapide,Fermé changement d'exploitant,20150306,45.504686,-73.572258,299153.45,5040532.0,"30.4234549,-9.5959417"
8748,LE PETIT OLIVIER,7500  65 #A Boulevard Galeries-d'Anjou ,Anjou,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20090813,45.598093,-73.566074,299645.28,5050912.02,"45.6050339,-73.5583264"
8753,PATISSERIE CHARCUTERIE DEL SOLE,7750   Boulevard Henri-Bourassa Est,Montréal,"Québec, Canada",Pâtisserie/Boulangerie,Ouvert,20061121,,,,,"45.6219644,-73.585967"
8754,CAFE CREMERIE MOO MOO,11702   Boulevard De Salaberry ,Dollard-des-Ormeaux,"Québec, Canada",Bar laitier,Fermé,20091111,45.484718,-73.80465,280985.08,5038355.56,"45.4846828,-73.8028995"
9170,DEPANNEUR COURTYARD,7000   Place Robert-Joncas ,St-Laurent,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20221202,45.493731,-73.700099,289160.49,5039331.44,"45.4930451,-73.7005904"
13560,CAFE LOUNGE 33,6900   Avenue Parc ,Montréal,"Québec, Canada","Bar salon, taverne",Fermé changement d'exploitant,20240125,45.528995,-73.618299,295559.67,5043237.75,"45.5288665,-73.6183736"
9171,SHINER DISTRIBUTRICE # 1010,12   Rue Hôtel-de-Ville ,Dollard-des-Ormeaux,"Québec, Canada",Distributrice automatique,Fermé,20090722,45.482045,-73.809707,280588.61,5038059.96,"45.895512,-74.9299005"
14134,RESTAURANT JADE QUARTIER CHINOIS,67   Rue De La Gauchetière Ouest,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20241021,45.507146,-73.560681,300058.34,5040804.54,"45.5074393,-73.5606002"
14136,EPICERIES SUN SING LUNG,72   Rue De La Gauchetière Ouest,Montréal,"Québec, Canada",Restaurant mets pour emporter,Fermé changement d'exploitant,20120308,45.5073,-73.560564,300067.55,5040821.73,"45.5072747,-73.5604864"
9179,DEPANNEUR RESIDENCE INN,6500   Place Robert-Joncas ,St-Laurent,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20221202,45.492717,-73.701277,289068.1,5039218.99,"45.4932306,-73.6998943"
13559,DEPANNEUR F.M.,3100   Rue Legendre Est,Montréal,"Québec, Canada",Épicerie,Ouvert,20100520,45.569858,-73.62908,294724.88,5047780.14,"45.5697646,-73.6289796"
8869,LA TRATTORIA SERANATA,5563   Chemin Upper-Lachine ,Montréal,"Québec, Canada",Restaurant,Fermé,20090617,45.469767,-73.608475,296318.13,5036654.57,"45.4698821,-73.60866"
5147,ANDRE LAMONTAGNE,7470   Rue Saint-Jacques ,Montréal,"Québec, Canada",Distributeur en gros de produits laitiers,Ouvert,20100505,45.453133,-73.638113,293997.51,5034809.59,"45.4529698,-73.63755"
8862,SANTE VOUS BIEN,5837   Rue Sherbrooke Ouest,Montréal,"Québec, Canada",Restaurant mets pour emporter,Fermé changement d'exploitant,20090825,45.469567,-73.617751,295592.75,5036633.34,"45.4696021,-73.6181812"
14756,STATION METRO VICTORIA,800  METRO Rue Square-Victoria ,Montréal,"Québec, Canada",Magasin à rayons,Fermé changement d'exploitant,20110105,45.501141,-73.561342,300006.24,5040137.3,"45.5007737,-73.5615869"
14758,HDS RETAIL NORTH AMERICA,777   Boulevard Robert-Bourassa ,Montréal,"Québec, Canada",Magasin à rayons,Ouvert,20020305,45.499406,-73.562958,299879.74,5039944.57,"45.499916,-73.5624466"
14759,TABAGIE CITE DU HAVRE AILE 2,2100  1030 Avenue Pierre-Dupuy ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20180724,45.489874,-73.544187,301346.15,5038884.32,"45.5075486,-73.5255974"
14760,DEPANNEUR M.A.R. ENR.,2600   Avenue Pierre-Dupuy ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20081114,45.49873,-73.54452,301320.65,5039868.53,"45.4998761,-73.5437882"
8873,CAFE TASSE TOI,320   Rue Sainte-Catherine Est,Montréal,"Québec, Canada",Casse-croûte,Fermé changement d'exploitant,20170725,45.513022,-73.56109,300026.88,5041457.6,"45.5128735,-73.5610701"
13528,THEATRE DOME,3990   Rue Notre-Dame Ouest,Montréal,"Québec, Canada","Bar salon, taverne",Ouvert,20091223,45.477883,-73.58413,298222.62,5037554.26,"45.4778276,-73.5839033"
8874,RESTAURANT YAMMI YAMMI PIZZA INC.,3400   Rue Hochelaga ,Montréal,"Québec, Canada",Restaurant,Fermé,20080630,45.544984,-73.552549,300696.59,5045009.08,"45.5449548,-73.5523256"
14767,C.P.E. DE POINTE ST-CHARLES,255   Avenue Ash ,Montréal,"Québec, Canada",Garderie,Fermé changement d'exploitant,20110809,45.478523,-73.552931,300661.86,5037623.29,"45.4781991,-73.5520029"
8876,LES BUFFETS INSERE-JEUNES,10210   Rue Lajeunesse ,Montréal,"Québec, Canada",Traiteur,Fermé,20081117,45.553163,-73.661156,292217.47,5045929.3,"45.5530239,-73.6614732"
8871,JUS & NUTRITION,3343 N 0 Boulevard Sources ,Dollard-des-Ormeaux,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20090923,45.483769,-73.796462,281624.76,5038247.62,"45.5080507,-73.8212781"
13526,RESTAURANT SUBWAY,6201   Boulevard Monk ,Montréal,"Québec, Canada",Restaurant service rapide,Fermé changement d'exploitant,20190208,45.456793,-73.595378,297340.45,5035211.52,"45.4567324,-73.5956803"
14774,EGLISE CATHOLIQUE SAINT-CHARLES,2115   Rue Centre ,Montréal,"Québec, Canada",Organisme d'aide alimentaire,Ouvert,19930307,45.48129,-73.564722,299740.27,5037931.44,"44.9807806,-75.7978856"
9385,DAGWOODS NDG,6969   Rue Sherbrooke Ouest,Montréal,"Québec, Canada",Casse-croûte,Fermé changement d'exploitant,20140703,45.459637,-73.636646,294113.47,5035532.15,"45.4599941,-73.6363459"
9384,BOUCHERIE-EPICERIE ST-VIATEUR,88   Rue Beaubien Est,Montréal,"Québec, Canada",Boucherie-épicerie,Ouvert,20070528,45.531334,-73.607457,296406.89,5043496.48,"45.5312117,-73.6073731"
12902,CAFE SANTROPOL,3990   Rue Saint-Urbain ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20120503,45.515714,-73.580393,298519.05,5041758.16,"45.5155513,-73.5805207"
9074,LES BECS FINS,1930   Rue Bruxelles ,Montréal,"Québec, Canada",Local de préparation,Fermé changement d'exploitant,20160113,45.589644,-73.51526,303609.29,5049971.03,"45.5894291,-73.5151733"
14333,TABAGIE TOUR DE L'EST,150  228 Rue Sainte-Catherine Ouest,Montréal,"Québec, Canada",Épicerie,Fermé,20141119,45.507937,-73.565506,299681.38,5040892.75,"45.5003614,-73.5725747"
14335,RESTAURANT CHIEN CHAUD VICTOIRE ENR.,1025   Côte Beaver Hall ,Montréal,"Québec, Canada",Casse-croûte,Fermé,20110722,45.502194,-73.563962,299801.51,5040254.47,"45.5023305,-73.5638154"
9073,CAFE AUTHENTIQUE,408   Avenue Mont-Royal Est,Montréal,"Québec, Canada",Casse-croûte,Fermé,20080404,45.524014,-73.582869,298326.49,5042680.71,"45.5241456,-73.582596"
9070,NIWA SAKURA SUSHI,4433   Boulevard Saint-Laurent ,Montréal,"Québec, Canada",Restaurant,Fermé,20100429,45.519645,-73.585339,298133.02,5042195.38,"45.5197849,-73.5852475"
13546,LE WOK IMPERIAL,1002  F-01 Rue Sherbrooke Ouest,Montréal,"Québec, Canada",Restaurant,Fermé,20180125,45.502714,-73.57569,298885.07,5040313.0,"45.4613581,-73.6334389"
13544,TABAGIE METRO CHAMPS DE MARS,940   Rue Sanguinet ,Montréal,"Québec, Canada",Épicerie,Ouvert,20101028,45.510253,-73.555774,300442.03,5041149.55,"45.510265,-73.5566058"
9063,HOTE 5 ETOILES,9250   Rue Hochelaga ,Montréal,"Québec, Canada",Centre d'accueil,Fermé,20100226,45.607802,-73.516358,303524.09,5051988.95,"45.6074478,-73.5162202"
15158,UNIVERSITY MCGILL 47041 (BISTRO),1001  041 Rue Sherbrooke Ouest,Montréal,"Québec, Canada",Cafétéria institution d'enseignement,Fermé changement d'exploitant,20090722,45.502434,-73.575955,298864.37,5040281.98,"45.5026439,-73.5761937"
8843,BISTRO BIENVILLE,4650   Rue Mentana ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20120921,45.52792,-73.582105,298386.62,5043114.71,"45.5277606,-73.5821671"
8848,MARCHE UMANZOR,3351   Rue Monselet ,Montréal-Nord,"Québec, Canada",Épicerie avec préparation,Fermé,20080606,45.584718,-73.647141,293318.16,5049434.0,"45.5848699,-73.6472102"
15162,CHARCUTERIE LE CARTIER INC.,1115   Rue Sherbrooke Ouest,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé,20250206,45.501758,-73.576645,298810.39,5040206.85,"45.5018386,-73.5768115"
8851,GROUPE SAC INC.,3130   Rue Jarry Est,Montréal,"Québec, Canada",Distributrice automatique,Fermé,20120604,45.562517,-73.610711,296157.47,5046962.23,"45.562113,-73.6106599"
102364,DROGHERIA FINE EPICERIE,68   Avenue Fairmount Ouest,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20250106,45.523052,-73.595258,297358.57,5042574.81,"45.5229795,-73.5951442"
15770,ESSO,5431   Chemin Côte-des-Neiges ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20120131,45.497202,-73.624226,295091.19,5039705.22,"45.4973013,-73.6238792"
15773,DAVID'S TEA,7275  66 Rue Sherbrooke Est,Montréal,"Québec, Canada",Autres,Fermé,20201016,45.590095,-73.538929,301762.55,5050021.79,"45.5133295,-73.5685661"
15775,UNIPRIX STEPHANE FISET,8325   Rue Notre-Dame Est,Montréal,"Québec, Canada",Magasin à rayons,Fermé,20200414,45.593995,-73.511088,303934.93,5050454.46,"45.5941418,-73.5114441"
15776,RESTAURANT LA PETITE GONDOLE,6530   Rue Beaubien Est,Montréal,"Québec, Canada",Restaurant service rapide,Fermé changement d'exploitant,20151016,45.58799,-73.560704,300063.39,5049788.87,"45.5879912,-73.5602665"
15778,GARDERIE REVE MAGIQUE,595   Rue Fleury Ouest,Montréal,"Québec, Canada",Garderie,Fermé changement d'exploitant,20120808,45.540953,-73.669532,291560.64,5044573.78,"45.5411993,-73.6696969"
9038,LIO,973   Avenue Hôtel-de-Ville ,Montréal,"Québec, Canada",Traiteur,Fermé,20180313,45.509561,-73.557429,300312.7,5041072.73,"0.0557475,18.2604429"
9040,COGNITO ECO BOUTIQUE ET ATELIER,8239   Rue Saint-Hubert ,Montréal,"Québec, Canada",Épicerie,Fermé,20080319,45.54704,-73.628309,294780.95,5045244.31,"45.5471953,-73.6282498"
13568,RESTAURANT LA JO-CONDE,370   Rue Chabanel Ouest,Montréal,"Québec, Canada",Restaurant,Fermé,20130109,45.538835,-73.654306,292749.28,5044336.05,"45.538685,-73.6542234"
13570,PHARMAPRIX,55   Rue Église ,Verdun,"Québec, Canada",Magasin à rayons,Fermé changement d'exploitant,20141125,45.462668,-73.564486,299757.1,5035861.94,"50.8164679,2.4028196"
14399,MARCHE J.V.T.,181   Rue Sherbrooke Ouest,Montréal,"Québec, Canada",Épicerie avec préparation,Ouvert,19930913,45.510054,-73.570495,299291.74,5041128.38,"45.5102792,-73.5707629"
9045,RESTAURANT SALEM,9880   Boulevard Saint-Laurent ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20090319,45.546855,-73.659468,292347.9,5045228.12,"45.5466724,-73.6595814"
9023,LA BRULERIE DU VIEUX STE-ROSE,252   Rue Rachel Est,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé,20120417,45.520326,-73.579523,298587.48,5042270.58,"45.5203313,-73.5793094"
14800,GARDE-MANGER ITALIEN,6132   Avenue Monkland ,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé,20160119,45.46988,-73.628014,294790.31,5036669.42,"45.4699166,-73.6277674"
14796,EXTREME PITA,3339 H  Boulevard Sources ,Dollard-des-Ormeaux,"Québec, Canada",Restaurant service rapide,Fermé,20120203,45.48371,-73.796405,281629.16,5038241.11,"45.5131671,-73.825406"
14795,RESTAURANT PIZZERIA MIKIS,130   Rue Sainte-Anne ,Ste-Anne-de-Bellevue,"Québec, Canada",Restaurant,Fermé,20120724,45.403955,-73.952876,269347.48,5029434.99,"45.746987,2.86588"
15691,RESTAURANT NHA TRANG,5255  5255 Chemin Queen-Mary ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20110404,45.484274,-73.628709,294738.58,5038269.04,"45.4839971,-73.6289299"
15690,CAFE BOHEMIA,4282   Rue Saint-Denis ,Montréal,"Québec, Canada",Casse-croûte,Fermé,20141030,45.522315,-73.579393,298597.86,5042491.65,"45.5222201,-73.5795355"
6441,VETEMENTS PEERLESS INC.,8888   Boulevard Pie-IX ,Montréal,"Québec, Canada",Cafétéria,Ouvert,19930317,45.577629,-73.616738,295689.41,5048642.26,"45.5771588,-73.6163967"
15688,ALIMENTS BEST NUTS,4701 S  Boulevard Saint-Jean ,Dollard-des-Ormeaux,"Québec, Canada",Épicerie avec préparation,Ouvert,20101005,45.487328,-73.848859,277530.46,5038659.61,"45.4899795,-73.8505738"
15685,ALIMENTS FINS CAVALLARO,4701 U  Boulevard Saint-Jean ,Dollard-des-Ormeaux,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20210610,45.487328,-73.848859,277530.46,5038659.61,"45.4899795,-73.8505738"
15684,GEANT DEPOT/ LE GEANT DU DOLLARD,3238   Rue Masson ,Montréal,"Québec, Canada",Magasin à rayons,Fermé changement d'exploitant,20200813,45.55084,-73.573224,299082.68,5045661.13,"45.5507053,-73.5731194"
15682,ARAMARK(C.BOIS BOULOGNE-PAV.IGNACE BOURG,10500   Avenue Bois-de-Boulogne ,Montréal,"Québec, Canada",Cafétéria institution d'enseignement,Fermé changement d'exploitant,20131125,45.536966,-73.674925,291138.52,5044131.63,"50.6388479,1.5849444"
6447,LA PREP,555  RC-01 Boulevard René-Lévesque Ouest,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20170922,45.503208,-73.566417,299609.81,5040367.32,"45.5022044,-73.5669853"
15832,BAR ROCKSTAR,8629   Boulevard Saint-Laurent ,Montréal,"Québec, Canada","Bar salon, taverne",Fermé changement d'exploitant,20170616,45.541379,-73.639592,293898.87,5044616.6,"45.5416256,-73.6393878"
6449,LE JARDIN DE LA RELEVE,1611   Boulevard Crémazie Est,Montréal,"Québec, Canada",Garderie,Ouvert,19930518,45.553567,-73.624193,295103.48,5045969.12,"45.5543111,-73.6240658"
