id_poursuite,business_id,date,description,adresse,date_jugement,etablissement,montant,proprietaire,ville,statut,date_statut,categorie,gps
6551,103667,20190215,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","3464 Boul. des Sources, Dollard-des-Ormeaux, Québec",20190320,PECHEUR DU MARCHE,250,7996233 CANADA INC.,Dollard-des-Ormeaux,Ouvert,20130117,Poissonnerie,"45.4857924,-73.7994355"
6736,103775,20190607,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","8980 Rue Hochelaga, Montréal, Québec",20211006,DOMINIC SOUS-MARIN,900,9256-0481 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20210723,Restaurant,"45.6043727,-73.5177031"
6867,103775,20190607,"Dans un local, une aire ou un véhicule utilisé pour la préparation des produits personne ne peut y faire usage de tabac.","8980 Rue Hochelaga, Montréal, Québec",20190708,DOMINIC SOUS-MARIN,250,9256-0481 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20210723,Restaurant,"45.6043727,-73.5177031"
7348,103775,20191206,"Dans un local, une aire ou un véhicule utilisé pour la préparation des produits personne ne peut y faire usage de tabac.","8980 Rue Hochelaga, Montréal, Québec",20210111,DOMINIC SOUS-MARIN,750,9256-0481 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20210723,Restaurant,"45.6043727,-73.5177031"
2132,103790,20140417,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","9145 Boul. Pie-IX, Montréal, Québec",20141210,RESTAURANT NOUVEAU FELIX,1800,9259-4688 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20240118,Restaurant,"45.5801993,-73.621608"
2255,103790,20140813,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","9145 Boul. Pie-IX, Montréal, Québec",20151023,RESTAURANT NOUVEAU FELIX,1800,9259-4688 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20240118,Restaurant,"45.5801993,-73.621608"
7156,103790,20191113,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","9145 Boul. Pie-IX, Montréal, Québec",20210610,RESTAURANT NOUVEAU FELIX,700,9259-4688 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20240118,Restaurant,"45.5801993,-73.621608"
7155,103790,20191113,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","9145 Boul. Pie-IX, Montréal, Québec",20210610,RESTAURANT NOUVEAU FELIX,700,9259-4688 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20240118,Restaurant,"45.5801993,-73.621608"
1583,101929,20130125,"Dans un local ou véhicule utilisé pour la préparation de produits; les portes, murs et plafonds doivent être lavables, lisses, non en état ou en voie de putréfaction et exempts d'aspérités ou d'écailles.","820 Av. Atwater, Montréal, Québec",20130318,LA MAISON DU KEBAB,250,"Farzad, Molaei",Montréal,Fermé changement d'exploitant,20160909,Restaurant,"45.4880996,-73.5830261"
9177,126604,20230428,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","8000 Boul. Henri-Bourassa Est, Anjou, Québec",20230602,PIZZA PIZZA,500,9462-2974 QUEBEC INC.,Anjou,Ouvert,20230207,Restaurant,"45.6253978,-73.5809321"
4168,102446,20170216,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","857 Boul. Décarie, St-Laurent, Québec",20180411,RESTAURANT LES BAGUETTES D'ASIE,1300,9271-0649 QUEBEC INC.,St-Laurent,Fermé,20180517,Restaurant,"45.5126229,-73.6795145"
1757,105645,20130226,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","3531 Rue Bélair, Montréal, Québec",20140514,BOULANGERIE MOSAIQUE,1500,BOULANGERIE MOSAIQUE INC.,Montréal,Fermé,20150911,Boulangerie,"45.5602586,-73.5934225"
2495,105645,20141126,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","3531 Rue Bélair, Montréal, Québec",20160405,BOULANGERIE MOSAIQUE,2500,BOULANGERIE MOSAIQUE INC.,Montréal,Fermé,20150911,Boulangerie,"45.5602586,-73.5934225"
1758,105645,20130226,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","3531 Rue Bélair, Montréal, Québec",20140514,BOULANGERIE MOSAIQUE,1500,BOULANGERIE MOSAIQUE INC.,Montréal,Fermé,20150911,Boulangerie,"45.5602586,-73.5934225"
2494,105645,20141126,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","3531 Rue Bélair, Montréal, Québec",20160405,BOULANGERIE MOSAIQUE,2000,BOULANGERIE MOSAIQUE INC.,Montréal,Fermé,20150911,Boulangerie,"45.5602586,-73.5934225"
3712,105652,20161115,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"4886A Boul. des Sources, Dollard-des-Ormeaux, Québec",20180405,LES 3 MARIA,250,9271-8170 QUEBEC INC.,Dollard-des-Ormeaux,Fermé changement d'exploitant,20190402,Restaurant,"45.5059348,-73.8192255"
5389,105658,20180320,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent ne porter aucun vernis à ongles, ni montres, bagues, boucles d'oreilles ou autres bijoux.","38 Rue Beaubien Est, Montréal, Québec",20180409,RESTAURANT GUS,250,9259-3540 QUEBEC INC.,Montréal,Ouvert,20130709,Restaurant,"45.5306343,-73.6078774"
5388,105658,20180320,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","38 Rue Beaubien Est, Montréal, Québec",20180409,RESTAURANT GUS,250,9259-3540 QUEBEC INC.,Montréal,Ouvert,20130709,Restaurant,"45.5306343,-73.6078774"
1390,851,20120627,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","3864 Rue Jean-Talon Est, Montréal, Québec",20130326,CAFE 5 JUILLET,1200,NOURI HAKIM,Montréal,Fermé changement d'exploitant,20220916,Casse-croûte,"45.5649511,-73.5924353"
3870,103953,20161028,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","655 Rue Jarry Ouest, Montréal, Québec",20180507,RESTAURANT SANA HALAL,900,9261-7323 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20180110,Restaurant,"45.5311375,-73.6360905"
3775,103953,20160831,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","655 Rue Jarry Ouest, Montréal, Québec",20180507,RESTAURANT SANA HALAL,700,9261-7323 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20180110,Restaurant,"45.5311375,-73.6360905"
4585,103953,20170712,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","655 Rue Jarry Ouest, Montréal, Québec",20210222,RESTAURANT SANA HALAL,700,9261-7323 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20180110,Restaurant,"45.5311375,-73.6360905"
3399,103953,20160606,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","655 Rue Jarry Ouest, Montréal, Québec",20180507,RESTAURANT SANA HALAL,800,9261-7323 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20180110,Restaurant,"45.5311375,-73.6360905"
3773,103953,20160831,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","655 Rue Jarry Ouest, Montréal, Québec",20180507,RESTAURANT SANA HALAL,1200,9261-7323 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20180110,Restaurant,"45.5311375,-73.6360905"
3869,103953,20161028,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","655 Rue Jarry Ouest, Montréal, Québec",20180507,RESTAURANT SANA HALAL,1300,9261-7323 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20180110,Restaurant,"45.5311375,-73.6360905"
2427,103953,20141111,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","655 Rue Jarry Ouest, Montréal, Québec",20151118,RESTAURANT SANA HALAL,1200,9261-7323 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20180110,Restaurant,"45.5311375,-73.6360905"
3398,103953,20160606,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","655 Rue Jarry Ouest, Montréal, Québec",20180507,RESTAURANT SANA HALAL,1300,9261-7323 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20180110,Restaurant,"45.5311375,-73.6360905"
3772,103953,20160831,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","655 Rue Jarry Ouest, Montréal, Québec",20180507,RESTAURANT SANA HALAL,1400,9261-7323 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20180110,Restaurant,"45.5311375,-73.6360905"
4584,103953,20170712,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","655 Rue Jarry Ouest, Montréal, Québec",20210224,RESTAURANT SANA HALAL,1000,9261-7323 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20180110,Restaurant,"45.5311375,-73.6360905"
2859,104040,20150916,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"4201 Rue Saint-Jacques, Montréal, Québec",20160826,DEPANNEUR BELLEVIE,750,DEPANNEUR BELLEVIE,Montréal,Ouvert,20121102,Épicerie avec préparation,"45.4772089,-73.5875593"
7061,104040,20190530,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"4201 Rue Saint-Jacques, Montréal, Québec",20201015,DEPANNEUR BELLEVIE,1300,DEPANNEUR BELLEVIE,Montréal,Ouvert,20121102,Épicerie avec préparation,"45.4772089,-73.5875593"
6193,104040,20181016,"Tout produit conditionné en vue de la vente doit porter, en caractères indélébiles, très lisibles et apparents, sur le récipient, l'emballage ou l'enveloppe qui le contient les inscriptions nécessaires pour révéler la nature, l'état, la composition, l'utilisation, la quantité exacte, l'origine et toute particularité du produit; les nom et adresse du fabricant, préparateur, conditionneur, emballeur, fournisseur ou distributeur; le lieu de fabrication, préparation ou conditionnement du produit. L'énumération des composants doit figurer par ordre d'importance décroissant. L'indication de poids doit tenir compte de la perte que peut normalement subir le produit après son conditionnement et être exprimée en poids net.","4201 Rue Saint-Jacques, Montréal, Québec",20191007,DEPANNEUR BELLEVIE,750,DEPANNEUR BELLEVIE,Montréal,Ouvert,20121102,Épicerie avec préparation,"45.4772089,-73.5875593"
6295,104040,20181205,"Tout produit conditionné en vue de la vente doit porter, en caractères indélébiles, très lisibles et apparents, sur le récipient, l'emballage ou l'enveloppe qui le contient les inscriptions nécessaires pour révéler la nature, l'état, la composition, l'utilisation, la quantité exacte, l'origine et toute particularité du produit; les nom et adresse du fabricant, préparateur, conditionneur, emballeur, fournisseur ou distributeur; le lieu de fabrication, préparation ou conditionnement du produit. L'énumération des composants doit figurer par ordre d'importance décroissant. L'indication de poids doit tenir compte de la perte que peut normalement subir le produit après son conditionnement et être exprimée en poids net.","4201 Rue Saint-Jacques, Montréal, Québec",20191007,DEPANNEUR BELLEVIE,1000,DEPANNEUR BELLEVIE,Montréal,Ouvert,20121102,Épicerie avec préparation,"45.4772089,-73.5875593"
3915,104041,20161117,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","138 Av. Atwater, Local ETAL 6, Montréal, Québec",20171018,CHARCUTERIE DE TOURS (SAUCISSIER),500,CHARCUTERIE DE TOURS (2012) INC.,Montréal,Ouvert,20120719,Charcuterie/fromage,
5201,104074,20171208,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","7015 Boul. Gouin Est, Montréal, Québec",20180112,DEPANNEUR LE BEL AGE,250,9261-9204 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20180705,Épicerie avec préparation,"45.629954,-73.618913"
5151,104097,20180301,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","5195 Rue Beaubien Est, Montréal, Québec",20190204,RESTAURANT ST-AUBIN,1100,9263-7131 QUEBEC INC.,Montréal,Ouvert,20120730,Restaurant,"45.5735674,-73.5704909"
5323,104097,20180412,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","5195 Rue Beaubien Est, Montréal, Québec",20190213,RESTAURANT ST-AUBIN,1500,9263-7131 QUEBEC INC.,Montréal,Ouvert,20120730,Restaurant,"45.5735674,-73.5704909"
8700,104098,20220615,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","908 Rue Jean-Talon Ouest, Montréal, Québec",20230404,MARCHE MEEZAN,2400,MARCHE MEEZAN INC.,Montréal,Ouvert,20120730,Boucherie-épicerie,"45.5253099,-73.6250144"
4198,106162,20170331,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température. Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.
","413 Av. Bourke, Dorval, Québec",20180212,RESTAURANT EMERAUDE DE BANGKOK,1000,9278-5302 QUEBEC INC.,Dorval,Ouvert,20130529,Restaurant,"45.4450238,-73.7212709"
6035,106162,20180807,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","413 Av. Bourke, Dorval, Québec",20190731,RESTAURANT EMERAUDE DE BANGKOK,1200,9278-5302 QUEBEC INC.,Dorval,Ouvert,20130529,Restaurant,"45.4450238,-73.7212709"
6871,106174,20190613,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","3459 Rue Notre-Dame Ouest, Montréal, Québec",20200220,RESTAURANT RASOI,250,7779275 CANADA INC.,Montréal,Fermé changement d'exploitant,20230207,Restaurant,"45.4803311,-73.5799086"
5174,106174,20171129,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","3459 Rue Notre-Dame Ouest, Montréal, Québec",20201008,RESTAURANT RASOI,1000,7779275 CANADA INC.,Montréal,Fermé changement d'exploitant,20230207,Restaurant,"45.4803311,-73.5799086"
7194,106174,20190919,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","3459 Rue Notre-Dame Ouest, Montréal, Québec",20191121,RESTAURANT RASOI,250,7779275 CANADA INC.,Montréal,Fermé changement d'exploitant,20230207,Restaurant,"45.4803311,-73.5799086"
8448,106174,20211111,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","3459 Rue Notre-Dame Ouest, Montréal, Québec",20230106,RESTAURANT RASOI,1000,7779275 CANADA INC.,Montréal,Fermé changement d'exploitant,20230207,Restaurant,"45.4803311,-73.5799086"
2149,104017,20140326,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","1500 Av. Atwater, Local G-23, Montréal, Québec",20140818,RESTAURANT NICKELS DELI ET BAR,1200,9261-6283 QUEBEC INC.,Montréal,Fermé,20150603,Restaurant,
2230,104035,20140703,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","2305 Ch. Rockland, Local 5224, Mont-Royal, Québec",20150407,GRILLADES TORINO,1000,9259-0223 QUEBEC INC.,Mont-Royal,Ouvert,20130409,Restaurant,
2231,104035,20140703,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"2305 Ch. Rockland, Local 5224, Mont-Royal, Québec",20150407,GRILLADES TORINO,1000,9259-0223 QUEBEC INC.,Mont-Royal,Ouvert,20130409,Restaurant,
5995,104086,20180920,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments. Malgré le premier alinéa, toute personne qui accède à l'aire de service au public peut être accompagnée d'un chien lui permettant de pallier un handicap. De plus, une personne peur, avec l'autorisation de l'exploitant, être accompagnée d'un chien dans une aire extérieure de service au public.","4871 Rue Jarry Est, St-Léonard, Québec",20191008,RESTO-CAFE TIME SQUARE,1700,JASON ARENA,St-Léonard,Ouvert,20120727,Restaurant mets pour emporter,"45.5794422,-73.5964613"
1834,103577,20130906,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","3702 Rue Notre-Dame Ouest, Local #2, Montréal, Québec",20141105,AA RESTAURANT,1500,9252-0162 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20170728,Restaurant,
2042,103577,20140218,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","3702 Rue Notre-Dame Ouest, Local #2, Montréal, Québec",20151209,AA RESTAURANT,2000,9252-0162 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20170728,Restaurant,
8959,105675,20221206,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","2159 Rue Saint-Louis, St-Laurent, Québec",20240108,CHEZ BENNY EXPRESS,1400,9241-3178 QUEBEC INC.,St-Laurent,Ouvert,20190515,Restaurant,"45.4998702,-73.6823018"
2771,105727,20150820,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","182 Pl. du Marché-du-Nord, Montréal, Québec",20170323,LEOPOLDO FRUITS ET LEGUMES,650,9275-5644 QUEBEC INC.,Montréal,Ouvert,20130607,Kiosque,"45.535278,-73.6146108"
4154,105683,20170314,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","1574 Boul. Saint-Jean-Baptiste, Montréal, Québec",20191017,C.THAI,600,9273-0597 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20181024,Restaurant,"45.6422588,-73.505906"
5099,105683,20180115,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","1574 Boul. Saint-Jean-Baptiste, Montréal, Québec",20210129,C.THAI,2000,9273-0597 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20181024,Restaurant,"45.6422588,-73.505906"
5519,105707,20180516,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","2570 Boul. Rosemont, Montréal, Québec",20201105,RESTAURANT MIKES ROSEMONT,250,9268-5320 QUEBEC INC.,Montréal,Fermé,20220307,Restaurant,"45.5471691,-73.5852054"
5550,105707,20180628,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","2570 Boul. Rosemont, Montréal, Québec",20191119,RESTAURANT MIKES ROSEMONT,1400,9268-5320 QUEBEC INC.,Montréal,Fermé,20220307,Restaurant,"45.5471691,-73.5852054"
6507,105707,20190130,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","2570 Boul. Rosemont, Montréal, Québec",20201214,RESTAURANT MIKES ROSEMONT,800,9268-5320 QUEBEC INC.,Montréal,Fermé,20220307,Restaurant,"45.5471691,-73.5852054"
4650,105717,20170620,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","412 Rue Gilford, Montréal, Québec",20191119,LA MAISON DE LA TORREFACTION,700,9274-8367 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20180305,Restaurant,"45.5370802,-73.5755876"
7526,120654,20191212,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","2001 Rue Saint-Denis, Montréal, Québec",20210413,UNIBURGER,700,UNIBURGER INC.,Montréal,Ouvert,20191105,Restaurant,"45.5161433,-73.565434"
5002,105748,20171024,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","7300 Ch. de la Côte-de-Liesse, St-Laurent, Québec",20171115,RISTORANTE VENEZIA (TRAVELODGE),250,VIHAR HOSPITALITY INC.,St-Laurent,Fermé,20210708,Restaurant,"45.4790163,-73.6976506"
7246,105748,20191118,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"7300 Ch. de la Côte-de-Liesse, St-Laurent, Québec",20191127,RISTORANTE VENEZIA (TRAVELODGE),250,VIHAR HOSPITALITY INC.,St-Laurent,Fermé,20210708,Restaurant,"45.4790163,-73.6976506"
2742,105750,20150725,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"6700 Ch. de la Côte-des-Neiges, Local 102, Montréal, Québec",20160329,RESTAURANT ALADDIN,1000,9238-4080 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20190501,Restaurant service rapide,
8967,114830,20221027,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"1200 Boul. Alexis-Nihon, St-Laurent, Québec",20221118,CAFETERIA CENTRE D'ACCUEIL ALEXIS NIHON 4974,1000,SERVICE DE TRAITEUR FESTIN ROYAL INC.,St-Laurent,Fermé changement d'exploitant,20241204,Résidence de personnes âgées,"45.5083073,-73.6961801"
